window,C,gamma_mode,epsilon,best_avg_qlike,best_avg_frobenius,n_forecasts,n_refits,n_valid_qlike,n_invalid_qlike,gamma_used
315,0.004034469074099727,scale,1.7671642980272697e-05,19.901450332670855,0.0018963736444281005,443,443,443,0,scale
