window,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,reg_lambda,best_avg_qlike,best_avg_frobenius,n_forecasts,n_refits,n_valid_qlike,n_invalid_qlike
315,100,2,0.005053369058305848,0.9,0.8,30,0.014133269681113994,20.661425537308155,0.0020464353671682998,485,485,485,0
