Date,const,lag5,lag21,lag63,coef_sum,train_start,train_end,n_rows,n_obs_stacked
2024-09-17,6.56422155432583e-06,0.029408612621828832,0.15685745394101702,0.7941062775456382,0.9803723441084841,2023-08-17,2024-08-16,252,16128
2024-09-18,6.556774473807358e-06,0.032256386448312815,0.1500869301897096,0.7959492098148642,0.9782925264528866,2023-08-18,2024-08-19,252,16128
2024-09-19,6.5482533931120644e-06,0.03516144839423691,0.14145236545984496,0.8005713907096068,0.9771852045636886,2023-08-21,2024-08-20,252,16128
2024-09-20,6.550567557958235e-06,0.03743726788387938,0.13495989862171626,0.8041464575009791,0.9765436240065748,2023-08-22,2024-08-21,252,16128
2024-09-23,6.554594342939493e-06,0.040246347998096586,0.12672075796414572,0.8087256295105623,0.9756927354728046,2023-08-23,2024-08-22,252,16128
2024-09-24,6.515191264716212e-06,0.04287631948585571,0.11898201188965127,0.8130277883027527,0.9748861196782597,2023-08-24,2024-08-23,252,16128
2024-09-25,6.4883040842819715e-06,0.04650125422989497,0.10425750372786455,0.8226118915083409,0.9733706494661004,2023-08-25,2024-08-26,252,16128
2024-09-26,6.47525059781123e-06,0.049425957676692736,0.09193843056554836,0.830410796531976,0.9717751847742171,2023-08-28,2024-08-27,252,16128
2024-09-27,6.4829248241164955e-06,0.0518169225080482,0.07841570462746307,0.8394327158549773,0.9696653429904885,2023-08-29,2024-08-28,252,16128
2024-09-30,6.492015282989465e-06,0.05466674890270451,0.06502909375324785,0.848010923591453,0.9677067662474054,2023-08-30,2024-08-29,252,16128
2024-10-01,6.5508354451488175e-06,0.057578964386789395,0.053230345203852614,0.8556034765637116,0.9664127861543537,2023-08-31,2024-08-30,252,16128
2024-10-02,6.597044189751916e-06,0.060998626682280295,0.04318377961144758,0.8614067648090735,0.9655891711028014,2023-09-01,2024-09-03,252,16128
2024-10-03,6.612441703063704e-06,0.0651752287190022,0.032686565314665496,0.867061477795135,0.9649232718288027,2023-09-05,2024-09-04,252,16128
2024-10-04,6.604658310413512e-06,0.06813425075400803,0.029737648532440115,0.8661168867594808,0.963988786045929,2023-09-06,2024-09-05,252,16128
2024-10-07,6.620819616690897e-06,0.07069640125805182,0.028027816722318404,0.8638747358168433,0.9625989537972135,2023-09-07,2024-09-06,252,16128
2024-10-08,6.6272785392713676e-06,0.07190843213313244,0.027695692446127254,0.8607305795334496,0.9603347041127093,2023-09-08,2024-09-09,252,16128
