window,C,gamma_mode,gamma,epsilon,best_avg_frobenius,best_avg_qlike,gamma_used
189,1.952162333976382,numeric,0.0010352045321967704,2.075533685080249e-05,0.0023882848010680136,41.94251447352819,0.0010352045321967704
