Date,cov_US_EQUITY__US_EQUITY,cov_US_EQUITY__INTL_EQUITY,cov_US_EQUITY__US_BONDS,cov_US_EQUITY__INTL_BONDS,cov_US_EQUITY__US_REIT,cov_US_EQUITY__INTL_REIT,cov_US_EQUITY__GOLD,cov_US_EQUITY__BTC,cov_INTL_EQUITY__US_EQUITY,cov_INTL_EQUITY__INTL_EQUITY,cov_INTL_EQUITY__US_BONDS,cov_INTL_EQUITY__INTL_BONDS,cov_INTL_EQUITY__US_REIT,cov_INTL_EQUITY__INTL_REIT,cov_INTL_EQUITY__GOLD,cov_INTL_EQUITY__BTC,cov_US_BONDS__US_EQUITY,cov_US_BONDS__INTL_EQUITY,cov_US_BONDS__US_BONDS,cov_US_BONDS__INTL_BONDS,cov_US_BONDS__US_REIT,cov_US_BONDS__INTL_REIT,cov_US_BONDS__GOLD,cov_US_BONDS__BTC,cov_INTL_BONDS__US_EQUITY,cov_INTL_BONDS__INTL_EQUITY,cov_INTL_BONDS__US_BONDS,cov_INTL_BONDS__INTL_BONDS,cov_INTL_BONDS__US_REIT,cov_INTL_BONDS__INTL_REIT,cov_INTL_BONDS__GOLD,cov_INTL_BONDS__BTC,cov_US_REIT__US_EQUITY,cov_US_REIT__INTL_EQUITY,cov_US_REIT__US_BONDS,cov_US_REIT__INTL_BONDS,cov_US_REIT__US_REIT,cov_US_REIT__INTL_REIT,cov_US_REIT__GOLD,cov_US_REIT__BTC,cov_INTL_REIT__US_EQUITY,cov_INTL_REIT__INTL_EQUITY,cov_INTL_REIT__US_BONDS,cov_INTL_REIT__INTL_BONDS,cov_INTL_REIT__US_REIT,cov_INTL_REIT__INTL_REIT,cov_INTL_REIT__GOLD,cov_INTL_REIT__BTC,cov_GOLD__US_EQUITY,cov_GOLD__INTL_EQUITY,cov_GOLD__US_BONDS,cov_GOLD__INTL_BONDS,cov_GOLD__US_REIT,cov_GOLD__INTL_REIT,cov_GOLD__GOLD,cov_GOLD__BTC,cov_BTC__US_EQUITY,cov_BTC__INTL_EQUITY,cov_BTC__US_BONDS,cov_BTC__INTL_BONDS,cov_BTC__US_REIT,cov_BTC__INTL_REIT,cov_BTC__GOLD,cov_BTC__BTC
2021-01-04,0.0001329049422185085,0.00010226923120853214,1.4261727198176547e-06,-2.7343848307658286e-06,0.00010752256026778176,8.858179046470503e-05,1.4315498506058657e-05,0.00012467940832636945,0.00010226923120853214,0.00011769751220128403,6.560807848330725e-07,-2.071775569739026e-06,8.775978144317655e-05,9.660796898356037e-05,1.5632075002970925e-05,0.00010986238482003645,1.4261727198176547e-06,6.560807848330725e-07,3.819450585747219e-06,2.329119732992021e-06,3.703473178034279e-06,2.0708160548239735e-06,7.288908925223522e-06,-2.2873979611934768e-07,-2.7343848307658286e-06,-2.071775569739026e-06,2.329119732992021e-06,2.8184056449657143e-06,-4.101993480708077e-08,-9.775368164035395e-07,5.14088792256619e-06,-4.116222357196842e-06,0.00010752256026778176,8.775978144317655e-05,3.703473178034279e-06,-4.101993480708077e-08,0.000163092404098486,9.83853281185677e-05,1.9090183314918043e-05,9.922732795432493e-05,8.858179046470503e-05,9.660796898356037e-05,2.0708160548239735e-06,-9.775368164035395e-07,9.83853281185677e-05,0.00011234139820858668,1.67592302391888e-05,8.591445955327093e-05,1.4315498506058657e-05,1.5632075002970925e-05,7.288908925223522e-06,5.14088792256619e-06,1.9090183314918043e-05,1.67592302391888e-05,0.00010477245596802461,0.00010333360657370197,0.00012467940832636945,0.00010986238482003645,-2.2873979611934768e-07,-4.116222357196842e-06,9.922732795432493e-05,8.591445955327093e-05,0.00010333360657370197,0.0012221601630024086
2021-01-05,0.0001313380382609993,0.00010272403103502005,1.401517512307238e-06,-2.707339844751034e-06,0.00010843380745219435,8.790088969467669e-05,1.311763845865639e-05,0.00012329296647684815,0.00010272403103502005,0.00011984836201996047,6.452105650084282e-07,-2.1273302433435863e-06,8.993894277635417e-05,9.722899543419472e-05,1.4807851732327986e-05,0.00010831408094113965,1.401517512307238e-06,6.452105650084282e-07,3.7895502050349136e-06,2.232307219163404e-06,3.6889976951250695e-06,2.0605292679568317e-06,7.212401496424387e-06,-2.5939667227365904e-07,-2.707339844751034e-06,-2.1273302433435863e-06,2.232307219163404e-06,2.6960733709943558e-06,-1.3759254172126016e-07,-1.0163126350787494e-06,4.935331258149486e-06,-4.142080332992589e-06,0.00010843380745219435,8.993894277635417e-05,3.6889976951250695e-06,-1.3759254172126016e-07,0.0001659720303893078,9.98748349168228e-05,1.7352740815552653e-05,0.00010027857541343857,8.790088969467669e-05,9.722899543419472e-05,2.0605292679568317e-06,-1.0163126350787494e-06,9.98748349168228e-05,0.00011248791659514773,1.5827305055094496e-05,8.37141445915636e-05,1.311763845865639e-05,1.4807851732327986e-05,7.212401496424387e-06,4.935331258149486e-06,1.7352740815552653e-05,1.5827305055094496e-05,0.00010750769023522528,0.0001046220116936214,0.00012329296647684815,0.00010831408094113965,-2.5939667227365904e-07,-4.142080332992589e-06,0.00010027857541343857,8.37141445915636e-05,0.0001046220116936214,0.0012233907538184102
2021-01-06,0.0001313171509364265,0.00010226350878536274,1.4426429111548561e-06,-2.698350312473726e-06,0.00010766507190200931,8.773892430605602e-05,1.330636729718087e-05,0.0001246178281708304,0.00010226350878536274,0.00011927752835494408,6.784817971636029e-07,-2.1099721139610187e-06,8.965817690958079e-05,9.696390791147666e-05,1.4841933404744287e-05,0.00011027631377570274,1.4426429111548561e-06,6.784817971636029e-07,3.782616976457028e-06,2.1931830866141093e-06,3.697626500628675e-06,2.0537825647341052e-06,7.1927340044734015e-06,-2.6621487090152817e-07,-2.698350312473726e-06,-2.1099721139610187e-06,2.1931830866141093e-06,2.633544956811554e-06,-1.4582375189774083e-07,-1.0586745175281084e-06,4.847567950117151e-06,-4.176200373698786e-06,0.00010766507190200931,8.965817690958079e-05,3.697626500628675e-06,-1.4582375189774083e-07,0.00016492147568203025,9.944826863645351e-05,1.6871455339958553e-05,0.00010064173828186942,8.773892430605602e-05,9.696390791147666e-05,2.0537825647341052e-06,-1.0586745175281084e-06,9.944826863645351e-05,0.00011245964202864293,1.571965281277402e-05,8.496088843241181e-05,1.330636729718087e-05,1.4841933404744287e-05,7.1927340044734015e-06,4.847567950117151e-06,1.6871455339958553e-05,1.571965281277402e-05,0.00010704527293797955,0.00010319460061144978,0.0001246178281708304,0.00011027631377570274,-2.6621487090152817e-07,-4.176200373698786e-06,0.00010064173828186942,8.496088843241181e-05,0.00010319460061144978,0.001226849722099073
2021-01-07,0.00013167998733501274,0.00010236865153323956,1.4190562774442724e-06,-2.703049294489809e-06,0.00010749518953279874,8.79319703237766e-05,1.296616295968488e-05,0.00012650507177175419,0.00010236865153323956,0.000119415717926134,7.046832524018501e-07,-2.1219948583641047e-06,8.964368103864096e-05,9.675449799970842e-05,1.4909927523246478e-05,0.00011379684294077436,1.4190562774442724e-06,7.046832524018501e-07,3.830943756270036e-06,2.185523092109398e-06,3.6319091961653402e-06,2.1318026571815317e-06,7.189871312913026e-06,-7.646732598176693e-07,-2.703049294489809e-06,-2.1219948583641047e-06,2.185523092109398e-06,2.5814714128806545e-06,-2.188026487368423e-07,-1.0362036397331143e-06,4.822011845540611e-06,-4.51124221595063e-06,0.00010749518953279874,8.964368103864096e-05,3.6319091961653402e-06,-2.188026487368423e-07,0.00016427021895125122,9.943957296802603e-05,1.6172298362030815e-05,0.00010331365920906489,8.79319703237766e-05,9.675449799970842e-05,2.1318026571815317e-06,-1.0362036397331143e-06,9.943957296802603e-05,0.0001125235389708727,1.571562644777706e-05,8.724441742779985e-05,1.296616295968488e-05,1.4909927523246478e-05,7.189871312913026e-06,4.822011845540611e-06,1.6172298362030815e-05,1.571562644777706e-05,0.0001069786299723283,0.00010445410613421784,0.00012650507177175419,0.00011379684294077436,-7.646732598176693e-07,-4.51124221595063e-06,0.00010331365920906489,8.724441742779985e-05,0.00010445410613421784,0.001233796120773712
2021-01-08,0.0001303020381469053,0.00010206074839688404,1.382722474571317e-06,-2.6459600816852917e-06,0.00010652319911829378,8.858591994377268e-05,1.3001561309785918e-05,0.00012652919846955737,0.00010206074839688404,0.00011996153001101401,6.719098637153219e-07,-2.1314454269766716e-06,8.946710416028297e-05,9.823345337274175e-05,1.4921930506894618e-05,0.00011511193549191817,1.382722474571317e-06,6.719098637153219e-07,3.7804361530268836e-06,2.1649384522061644e-06,3.576288614095148e-06,2.126085709919737e-06,7.112923520382655e-06,-8.258258472886622e-07,-2.6459600816852917e-06,-2.1314454269766716e-06,2.1649384522061644e-06,2.5502417408716426e-06,-2.099086436352346e-07,-1.0596757816951656e-06,4.794253968254161e-06,-4.4986620345586554e-06,0.00010652319911829378,8.946710416028297e-05,3.576288614095148e-06,-2.099086436352346e-07,0.00016756576408586123,0.00010090356269521352,1.6497983798986095e-05,0.00010236264797441366,8.858591994377268e-05,9.823345337274175e-05,2.126085709919737e-06,-1.0596757816951656e-06,0.00010090356269521352,0.00011487970202850488,1.5985875889757198e-05,8.926190278995076e-05,1.3001561309785918e-05,1.4921930506894618e-05,7.112923520382655e-06,4.794253968254161e-06,1.6497983798986095e-05,1.5985875889757198e-05,0.00010751593898956923,0.00010411162001003911,0.00012652919846955737,0.00011511193549191817,-8.258258472886622e-07,-4.4986620345586554e-06,0.00010236264797441366,8.926190278995076e-05,0.00010411162001003911,0.0012309872025335182
2021-01-11,0.00013027763567781923,0.00010194235078509743,1.3439688222188974e-06,-2.6353732903472917e-06,0.00010660108046822832,8.855744218715805e-05,1.2164842284556284e-05,0.0001263250515798502,0.00010194235078509743,0.00012007530427341142,6.153733879861327e-07,-2.185222715431201e-06,8.931587125768038e-05,9.79951406994616e-05,1.4078036240042629e-05,0.00011628299929160348,1.3439688222188974e-06,6.153733879861327e-07,3.7417315922185992e-06,2.1419299151355634e-06,3.4619239349861205e-06,2.0780255045029186e-06,7.069923233420342e-06,-6.008642958863575e-07,-2.6353732903472917e-06,-2.185222715431201e-06,2.1419299151355634e-06,2.5161523338393295e-06,-3.1300771082126263e-07,-1.1399990036306116e-06,4.814341394507887e-06,-4.230612881104133e-06,0.00010660108046822832,8.931587125768038e-05,3.4619239349861205e-06,-3.1300771082126263e-07,0.00016808072527818972,0.00010085042150406678,1.535798308290858e-05,0.00010217796938533544,8.855744218715805e-05,9.79951406994616e-05,2.0780255045029186e-06,-1.1399990036306116e-06,0.00010085042150406678,0.00011476290188455186,1.4319802829434508e-05,9.085629717137198e-05,1.2164842284556284e-05,1.4078036240042629e-05,7.069923233420342e-06,4.814341394507887e-06,1.535798308290858e-05,1.4319802829434508e-05,0.00010804390277014082,0.00010428580465085203,0.0001263250515798502,0.00011628299929160348,-6.008642958863575e-07,-4.230612881104133e-06,0.00010217796938533544,9.085629717137198e-05,0.00010428580465085203,0.0012256008075154394
2021-01-12,0.00013052345311766785,0.00010161638827325857,1.3550220351103599e-06,-2.589690957874226e-06,0.00010679497361804434,8.815265467626294e-05,1.1943406064425678e-05,0.0001254764438275531,0.00010161638827325857,0.00011952688870146522,5.762285883569984e-07,-2.246767607976476e-06,8.896182259660839e-05,9.79117554187362e-05,1.4051023803487154e-05,0.00011641764686309996,1.3550220351103599e-06,5.762285883569984e-07,3.703682327180322e-06,2.1191300164909545e-06,3.4411325258113594e-06,2.0384899791384245e-06,6.9973686946654285e-06,-6.083763077580836e-07,-2.589690957874226e-06,-2.246767607976476e-06,2.1191300164909545e-06,2.506825894698822e-06,-3.2146372677530555e-07,-1.1955743654630334e-06,4.743822401484727e-06,-4.121658837536076e-06,0.00010679497361804434,8.896182259660839e-05,3.4411325258113594e-06,-3.2146372677530555e-07,0.00016829879052153264,0.00010050935016494638,1.5116879732388512e-05,0.00010145651206123087,8.815265467626294e-05,9.79117554187362e-05,2.0384899791384245e-06,-1.1955743654630334e-06,0.00010050935016494638,0.00011508046752284721,1.4725260358323763e-05,9.039913226149143e-05,1.1943406064425678e-05,1.4051023803487154e-05,6.9973686946654285e-06,4.743822401484727e-06,1.5116879732388512e-05,1.4725260358323763e-05,0.0001076949974691047,0.0001040397875634797,0.0001254764438275531,0.00011641764686309996,-6.083763077580836e-07,-4.121658837536076e-06,0.00010145651206123087,9.039913226149143e-05,0.0001040397875634797,0.0012284099556573852
2021-01-13,0.00013111350849462944,0.00010198941238118436,1.3219062483739663e-06,-2.568237881984682e-06,0.00010693536375512306,8.847573842106477e-05,1.2032887991794099e-05,0.00012732744503483884,0.00010198941238118436,0.00012008886671619951,4.936422495791306e-07,-2.20579366285273e-06,8.901392806356757e-05,9.904185957455275e-05,1.4097738178374511e-05,0.00011728171759218704,1.3219062483739663e-06,4.936422495791306e-07,3.6927012780525554e-06,2.1045612835854565e-06,3.401621940375596e-06,1.9690853017795615e-06,6.971403283707758e-06,-9.20128000219222e-07,-2.568237881984682e-06,-2.20579366285273e-06,2.1045612835854565e-06,2.5046610202875533e-06,-3.0296311736706817e-07,-1.1974458931974513e-06,4.714443132093002e-06,-4.268346918294103e-06,0.00010693536375512306,8.901392806356757e-05,3.401621940375596e-06,-3.0296311736706817e-07,0.0001677592275966267,0.00010058358029240702,1.4939527440041545e-05,0.00010211928446088574,8.847573842106477e-05,9.904185957455275e-05,1.9690853017795615e-06,-1.1974458931974513e-06,0.00010058358029240702,0.00011652552463000726,1.4869317571848378e-05,9.261225941571008e-05,1.2032887991794099e-05,1.4097738178374511e-05,6.971403283707758e-06,4.714443132093002e-06,1.4939527440041545e-05,1.4869317571848378e-05,0.00010871850211937068,0.00010478390767552437,0.00012732744503483884,0.00011728171759218704,-9.20128000219222e-07,-4.268346918294103e-06,0.00010211928446088574,9.261225941571008e-05,0.00010478390767552437,0.0012345549932267822
2021-01-14,0.00013145703585515822,0.00010209521546476351,1.35545284156102e-06,-2.6120017479214467e-06,0.00010711980197097909,8.852268035111818e-05,1.1909680392289609e-05,0.00012702500964495856,0.00010209521546476351,0.0001204234598357329,5.227866719179104e-07,-2.2111979925507417e-06,8.9068373509891e-05,0.0001005945444761243,1.3972272675983687e-05,0.00011680580185899926,1.35545284156102e-06,5.227866719179104e-07,3.716259961952449e-06,2.123860313022227e-06,3.460484942325587e-06,1.97587989038157e-06,6.962860013824749e-06,-2.244181003997238e-07,-2.6120017479214467e-06,-2.2111979925507417e-06,2.123860313022227e-06,2.522417508796781e-06,-3.2450663704166567e-07,-1.1690913173568138e-06,4.7332803254816015e-06,-4.0179130784220624e-06,0.00010711980197097909,8.9068373509891e-05,3.460484942325587e-06,-3.2450663704166567e-07,0.00016759198286847048,0.00010072736596707744,1.5047553219243898e-05,0.00010035823054716384,8.852268035111818e-05,0.0001005945444761243,1.97587989038157e-06,-1.1690913173568138e-06,0.00010072736596707744,0.0001187913252093236,1.431217938561383e-05,9.230871442363802e-05,1.1909680392289609e-05,1.3972272675983687e-05,6.962860013824749e-06,4.7332803254816015e-06,1.5047553219243898e-05,1.431217938561383e-05,0.00011045842178331822,0.00010691749657866559,0.00012702500964495856,0.00011680580185899926,-2.244181003997238e-07,-4.0179130784220624e-06,0.00010035823054716384,9.230871442363802e-05,0.00010691749657866559,0.0012446293267512102
2021-01-15,0.0001318268425794663,0.00010250386101767645,1.3747137605124853e-06,-2.6423033333886067e-06,0.00010722053532406162,8.873886199065778e-05,1.1946744868491689e-05,0.00012742058739184065,0.00010250386101767645,0.00012074182619659982,5.425969324414891e-07,-2.225190987830405e-06,8.889056466117278e-05,0.00010145153687050355,1.3947447046443736e-05,0.0001176052042244295,1.3747137605124853e-06,5.425969324414891e-07,3.662016940039545e-06,2.0715544884337485e-06,3.4243426147474005e-06,1.9701148288815017e-06,6.902699869771906e-06,-1.888001138363996e-07,-2.6423033333886067e-06,-2.225190987830405e-06,2.0715544884337485e-06,2.4746752242265653e-06,-3.8599566242907865e-07,-1.1977842033408539e-06,4.657908515233179e-06,-4.00913800734572e-06,0.00010722053532406162,8.889056466117278e-05,3.4243426147474005e-06,-3.8599566242907865e-07,0.0001692845295984295,0.00010084175191405594,1.494815167871084e-05,0.00010112859051319575,8.873886199065778e-05,0.00010145153687050355,1.9701148288815017e-06,-1.1977842033408539e-06,0.00010084175191405594,0.00011996179261868725,1.4593289383387146e-05,9.317045740871651e-05,1.1946744868491689e-05,1.3947447046443736e-05,6.902699869771906e-06,4.657908515233179e-06,1.494815167871084e-05,1.4593289383387146e-05,0.00011056663319914513,0.00010745647879696884,0.00012742058739184065,0.0001176052042244295,-1.888001138363996e-07,-4.00913800734572e-06,0.00010112859051319575,9.317045740871651e-05,0.00010745647879696884,0.0012357653798937631
