Date,US_EQUITY,INTL_EQUITY,US_BONDS,INTL_BONDS,US_REIT,INTL_REIT,GOLD,BTC
2017-03-27,202.9619598388672,39.463966369628906,84.35931396484375,40.75214767456055,59.97911834716797,19.498146057128906,24.15999984741211,1045.77001953125
2017-03-28,204.4557647705078,39.463966369628906,84.16510009765625,40.72456741333008,60.24324417114258,19.483983993530273,24.079999923706055,1047.1500244140625
2017-03-29,204.7580108642578,39.68868637084961,84.35147857666016,40.86643600463867,60.50735855102539,19.512319564819336,24.139999389648438,1039.969970703125
2017-03-30,205.2760772705078,39.68868637084961,84.19612884521484,40.84278869628906,60.686038970947266,19.398954391479492,23.940000534057617,1026.4300537109375
2017-03-31,204.87890625,39.59569549560547,84.25831604003906,40.8270149230957,60.973453521728516,19.45563507080078,24.020000457763672,1071.7900390625
2017-04-03,204.5334930419922,39.35083770751953,84.57119750976562,40.943878173828125,61.0278434753418,19.476890563964844,24.139999389648438,1143.81005859375
2017-04-04,204.6284942626953,39.35083770751953,84.49333953857422,40.943878173828125,60.973453521728516,19.547746658325195,24.18000030517578,1133.25
2017-04-05,204.0240478515625,39.471717834472656,84.58671569824219,41.00703048706055,60.9890251159668,19.554828643798828,24.200000762939453,1124.780029296875
2017-04-06,204.55941772460938,39.471717834472656,84.57894134521484,40.97545623779297,61.40850067138672,19.661108016967773,24.100000381469727,1182.6800537109375
2017-04-07,204.36941528320312,39.471717834472656,84.39214324951172,40.95176696777344,61.478389739990234,19.689451217651367,24.15999984741211,1176.9000244140625
2017-04-10,204.51626586914062,39.38648986816406,84.50106811523438,41.00703048706055,61.90568542480469,19.62567901611328,24.15999984741211,1187.1300048828125
2017-04-11,204.25718688964844,39.38648986816406,84.74236297607422,41.03862380981445,62.24747848510742,19.79572105407715,24.479999542236328,1205.010009765625
2017-04-12,203.42822265625,39.525962829589844,84.92914581298828,41.08597946166992,62.1076545715332,19.90908432006836,24.68000030517578,1200.3699951171875
2017-04-13,202.08119201660156,39.363243103027344,85.03813171386719,41.07809829711914,61.983367919921875,19.894916534423828,24.799999237060547,1169.280029296875
2017-04-17,203.83407592773438,39.54921340942383,84.99140930175781,41.08597946166992,62.76018142700195,20.093297958374023,24.700000762939453,1193.9100341796875
