Date,US_EQUITY,INTL_EQUITY,US_BONDS,INTL_BONDS,US_REIT,INTL_REIT,GOLD,BTC
2021-01-04,0.08467472331093528,0.08292499000076418,0.25257769718945455,0.26741005912709825,0.06122139515075817,0.08893602272736627,0.15657830605110798,0.005676806442515305
2021-01-05,0.08279041688564161,0.09784352783238014,0.2491346218566725,0.26393830612418384,0.04600199242827404,0.08997615651528397,0.16457224103323304,0.005742737324330901
2021-01-06,0.07925544956212935,0.0905280313870466,0.24883048832298435,0.2638845450103164,0.05562416004658448,0.08896193520080628,0.16665159570171287,0.006263794768419676
2021-01-07,0.07712177922774402,0.08887112954208713,0.24459603491621568,0.26126778037119625,0.058413846521340296,0.09315497418623528,0.16790071425831646,0.008673740976864876
2021-01-08,0.07164540424325423,0.08843756817641739,0.24297387132948556,0.25957730023207826,0.06171323831462696,0.10209605901717807,0.16450808411294965,0.009048474574009879
2021-01-11,0.07187419186084294,0.08840650005887231,0.24325258617174217,0.25921336948262425,0.06032061044230728,0.10505000497350775,0.16194119247851513,0.009941544531588105
2021-01-12,0.07233910503203024,0.08344685578716385,0.24558346298597408,0.26245713321609065,0.060916361541440596,0.1005391012010176,0.16318114780202103,0.011536832434261887
2021-01-13,0.0735512632278233,0.08474064375928751,0.24473170603157712,0.26148392741830273,0.06260088112593909,0.09992785529438983,0.16172380437211525,0.011239918770565235
2021-01-14,0.07354425071106992,0.08484490851384298,0.2438848459192449,0.26079508440841903,0.06111770335658953,0.10220409195792347,0.1633372917478752,0.010271823385035055
2021-01-15,0.07436369502749902,0.08526250293687676,0.24412386568322111,0.26123401984318834,0.059886155727979486,0.1025195256899981,0.16132230243879214,0.011287932652445128
2021-01-19,0.07196558703350656,0.0779519516548659,0.24601781776037276,0.26377317868562766,0.0656870022410259,0.09964852356182946,0.16217366484759704,0.01278227421517474
2021-01-20,0.07311436788333482,0.06722798775686097,0.24529537948776278,0.262873693016441,0.08832459170422775,0.09587413100358477,0.15352501201193192,0.013764837135856117
2021-01-21,0.06986916423441611,0.0724854456892939,0.2511895987115233,0.2689110606501951,0.07190325112141416,0.10316032160173984,0.15045317118205087,0.01202798680936674
2021-01-22,0.07040399541957032,0.07551492912417536,0.25258379347258475,0.2689172203689119,0.07169408209907886,0.10207409433738106,0.14886579520532306,0.009946089972974604
2021-01-25,0.07610624659350229,0.07280704498191065,0.2563436860753436,0.2717257254028816,0.06792288080198652,0.09702350961187392,0.14790851462032742,0.010162391912174043
2021-01-26,0.07530950871127574,0.0739944394715445,0.25646802326643703,0.2714184281100967,0.06687604870602554,0.09628505456740016,0.14797772785851235,0.011670769308708058
2021-01-27,0.0746021557458716,0.07873589289808848,0.2529211503535156,0.26759525023085645,0.07019508412030512,0.10108639191933963,0.1449586177279284,0.009905457004094894
2021-01-28,0.06287536157842971,0.0667961568617932,0.2605342538113215,0.2755342756044218,0.06520256170278092,0.1049141075428465,0.15383854651382375,0.01030473638458252
2021-01-29,0.061563951267156726,0.0658690040922914,0.26227503353615395,0.2769845386160673,0.06666891500643898,0.10492016263865855,0.15213036346629044,0.009588031376942618
2021-02-01,0.05422826955433279,0.06105991565930355,0.26416515870423485,0.278607118741778,0.06819627518575268,0.10407227423118094,0.15804540032671227,0.011625587596705012
2021-02-02,0.05304700491158801,0.06579197431096002,0.26688166523146817,0.2815071292903178,0.05457260494573717,0.10781489840059157,0.15822352327955463,0.01216119962978274
