Date,US_EQUITY,INTL_EQUITY,US_BONDS,INTL_BONDS,US_REIT,INTL_REIT,GOLD,BTC
2021-01-04,0.08921323472110869,0.09854605708366394,0.2074775441555456,0.21121603254186297,0.10901831681115283,0.11080116999737244,0.15972466978508942,0.01400297490420414
2021-01-05,0.08962659998782806,0.09758582783334258,0.20934974308360185,0.21304376219686133,0.10429982799801109,0.11192177195948032,0.15867894372145552,0.015493523219419332
2021-01-06,0.08957920401997051,0.09785770678361677,0.20906835817388128,0.21288617508405075,0.10535451015194444,0.1112917486085969,0.15897167090549832,0.01499062627244107
2021-01-07,0.08970073245266524,0.09792083181032951,0.20898587703871135,0.21314445170118865,0.1060773154545034,0.11174268612394872,0.1577678686521787,0.014660236766474509
2021-01-08,0.08996532521686759,0.09808298977581113,0.20933020156159296,0.21350246321621177,0.10542078979238262,0.11107363794160703,0.15800029565447296,0.014624296841053857
2021-01-11,0.09008676947465617,0.09847083338821994,0.20964171375302576,0.21386107927268716,0.10468452531609236,0.11135371867307829,0.15715175338984522,0.014749606732395074
2021-01-12,0.09036706576693455,0.099124675421325,0.20992897093538493,0.21424609991257174,0.10415250826132268,0.11056640124941909,0.15734529115661453,0.01426898729642734
2021-01-13,0.09040798737332653,0.09904319918866178,0.21003100622346216,0.2142950366019866,0.10459719658623494,0.11029562997084728,0.15718960906511986,0.014140334990360886
2021-01-14,0.09022999928699288,0.09880604744234182,0.20985316985584013,0.21404910660560753,0.10446941118966759,0.11080834261672423,0.15763996571925695,0.014143957283568955
2021-01-15,0.09052687921224287,0.09877600772586864,0.21015964327735495,0.21439990152519037,0.10380629881519941,0.11059527231954458,0.15779217889717392,0.013943818227425402
2021-01-19,0.09070738067113364,0.09920104523148059,0.20988692552530527,0.2141400014161839,0.10440040897821022,0.11018979044631036,0.15751606047346045,0.013958387257915702
2021-01-20,0.0904035411775459,0.09863684408946875,0.20934716865824707,0.2136580655202816,0.10691587549174483,0.10996517032966611,0.15616733703330424,0.014905997699741576
2021-01-21,0.09032018142852644,0.09874429689706016,0.2101120411601151,0.2143884527173768,0.10472765716332384,0.11058936808218271,0.15665574791633985,0.014462254635075144
2021-01-22,0.09035655382416229,0.0987223431233701,0.21041649080307948,0.2144667739562038,0.10505371104781275,0.1097155960061405,0.15662451541424333,0.014644015824987757
2021-01-25,0.09020941637657742,0.09834299391881894,0.21033833476499045,0.21440507221725796,0.1049284027357673,0.10977674967530868,0.15657365495289954,0.01542537535837965
2021-01-26,0.09020172125239745,0.09795907804733815,0.21008751571896925,0.21415056828205564,0.10479965063266018,0.10905529357991146,0.15826469690552236,0.015481475581145656
2021-01-27,0.09033834765398897,0.0978208480215579,0.209852537109883,0.21398914695649965,0.10477830086789648,0.10948651262385443,0.15790309046852002,0.01583121629779955
2021-01-28,0.08948639597267176,0.09859348544791406,0.21028127605424313,0.2144589659886001,0.1040492356464352,0.10977678052190971,0.1583618719442863,0.014991988423939772
2021-01-29,0.08943769059550355,0.09860020461886829,0.21060741065595742,0.2149055642231785,0.10454001516442767,0.10967272879024093,0.1578598295066999,0.01437655644512379
2021-02-01,0.08789571706456989,0.09802518955202587,0.21076615693864745,0.21498809039730268,0.10561616369736793,0.1104815623793126,0.15796529084177977,0.014261829128993892
2021-02-02,0.08740645553796912,0.09855766952473533,0.21143195742657073,0.21575682472197588,0.10237403879969713,0.11083508524332751,0.15872367598655368,0.014914292759170727
2021-02-03,0.08723790378502534,0.09865840637625672,0.2120201770193984,0.21624648692811668,0.1019231541670073,0.11126463744004571,0.15812510254631906,0.014524131737830851
2021-02-04,0.08701128409286338,0.09807292375809104,0.2108363986177922,0.21504891908066084,0.10549842280078908,0.11080881856168308,0.15756803517362433,0.015155197914496129
2021-02-05,0.08661894131163973,0.09787529739621527,0.2108449842889477,0.2150564650649105,0.10531974792229833,0.11126948076038627,0.15760237203339814,0.015412711222204037
2021-02-08,0.08657555839656308,0.09781322668997508,0.21127398900308197,0.21515137385354738,0.10486252338105506,0.11123022427196931,0.15761071960052703,0.01548238480328118
2021-02-09,0.08634893195125391,0.09786695989110733,0.21133956250436983,0.21524064857016773,0.10473230768100465,0.11186232961369695,0.15789557864681705,0.014713681141582578
2021-02-10,0.08644101109609502,0.09742621359142052,0.21135303657756122,0.21528207157463225,0.10476469422390546,0.1117756711413304,0.15844391565933108,0.014513386135724103
2021-02-11,0.08696737763715115,0.09836997861273253,0.20997856444574278,0.21406082122592499,0.1052525422860477,0.1116040078962398,0.15970839307661705,0.014058314819543886
2021-02-12,0.08712631368672714,0.09846543420984998,0.21004029757122217,0.21410761961170993,0.10546577481236646,0.11213278347875319,0.15864203152822834,0.014019745101142745
2021-02-16,0.08751613424785581,0.0987119220301221,0.20968767991987353,0.2138891726213289,0.10616025356748045,0.11181480126383762,0.15817352753250147,0.014046508817000068
2021-02-17,0.08788092029673987,0.09807278749841664,0.20950487616526364,0.21375414741540713,0.10758957601557793,0.11171281477921191,0.1568980240343889,0.01458685379499415
2021-02-18,0.08748321351337367,0.09767867834835155,0.2095877649591145,0.21377076025327438,0.10802499061569193,0.11149676695863202,0.1571111075954158,0.014846717756146289
2021-02-19,0.08748400247952659,0.09782168350133233,0.2096900865698144,0.21383774980674866,0.10784652387603982,0.1114603898334313,0.15707890186956672,0.014780662063540185
2021-02-22,0.0869505579834689,0.09812403570444216,0.20943811301417445,0.2134046137651713,0.10868237593028023,0.11160730189525336,0.1574318408285208,0.014361160878688889
2021-02-23,0.08724759053805373,0.09786753660866429,0.20938016441043175,0.21339530470576765,0.1090351222707173,0.11068232950316827,0.15835110026711946,0.014040851696077643
2021-02-24,0.0874394868926262,0.09786863976572935,0.20950466244318014,0.21347782988498212,0.10865962824843997,0.10946046064730272,0.15922640695996063,0.014362885157778858
2021-02-25,0.08775469188768525,0.09843041391041493,0.2093523267130607,0.21322059781660557,0.10877722381419622,0.10994682265644218,0.15879301517270034,0.013724908028894794
2021-02-26,0.08787871100322342,0.09946030158982579,0.2093875957308764,0.21440310340125382,0.10790929668185796,0.11003598853364081,0.1576885225615231,0.0132364804977987
2021-03-01,0.08786288380051109,0.09884340834798255,0.20972714884728275,0.2142673767783499,0.10773932195325787,0.10945159356546905,0.15923444484975374,0.012873821857393001
2021-03-02,0.08774490532469724,0.09918422716687827,0.2098079661101485,0.21447680465044894,0.10696541691259683,0.10959492863721658,0.15913925316886934,0.013086498029144423
2021-03-03,0.08750353326669398,0.09874237845590494,0.20955595429160223,0.21436327022120796,0.10787071285030632,0.10968321500101212,0.15867408804777258,0.013606847865499927
