Date,cov_US_EQUITY__US_EQUITY,cov_US_EQUITY__INTL_EQUITY,cov_US_EQUITY__US_BONDS,cov_US_EQUITY__INTL_BONDS,cov_US_EQUITY__US_REIT,cov_US_EQUITY__INTL_REIT,cov_US_EQUITY__GOLD,cov_US_EQUITY__BTC,cov_INTL_EQUITY__INTL_EQUITY,cov_INTL_EQUITY__US_BONDS,cov_INTL_EQUITY__INTL_BONDS,cov_INTL_EQUITY__US_REIT,cov_INTL_EQUITY__INTL_REIT,cov_INTL_EQUITY__GOLD,cov_INTL_EQUITY__BTC,cov_US_BONDS__US_BONDS,cov_US_BONDS__INTL_BONDS,cov_US_BONDS__US_REIT,cov_US_BONDS__INTL_REIT,cov_US_BONDS__GOLD,cov_US_BONDS__BTC,cov_INTL_BONDS__INTL_BONDS,cov_INTL_BONDS__US_REIT,cov_INTL_BONDS__INTL_REIT,cov_INTL_BONDS__GOLD,cov_INTL_BONDS__BTC,cov_US_REIT__US_REIT,cov_US_REIT__INTL_REIT,cov_US_REIT__GOLD,cov_US_REIT__BTC,cov_INTL_REIT__INTL_REIT,cov_INTL_REIT__GOLD,cov_INTL_REIT__BTC,cov_GOLD__GOLD,cov_GOLD__BTC,cov_BTC__BTC
2021-11-29,5.625127839922619e-05,5.4844175137502325e-05,-7.912149879139132e-06,-2.7872504644603157e-06,5.216596918104345e-05,4.485489264794226e-05,8.13214389504587e-07,9.383489033369948e-05,7.473651505506992e-05,-8.878020228125839e-06,-4.4161816186443974e-06,5.5905048147708884e-05,5.641233357576055e-05,1.3796056631490084e-05,0.00011881910167916258,1.0168426423159902e-05,7.255884672208555e-06,-9.266309096527706e-06,-1.5885935855450473e-06,8.598188275671097e-06,-2.314888428859417e-05,6.525197498342372e-06,-5.304036700656188e-06,9.96314009577555e-07,5.730172879867956e-06,-2.4692651205274268e-05,9.109442956587222e-05,4.696269822263775e-05,1.3937170014368895e-05,0.00012642561347542776,6.485180620194322e-05,1.0212162618303934e-05,6.767925940117583e-05,7.171312407335512e-05,4.442772410038176e-05,0.001416965482774595
2021-11-30,6.253014745236367e-05,5.4759418388657726e-05,-7.0387184932126494e-06,-2.757564034530304e-06,5.700776730373604e-05,4.000526825439029e-05,3.160601053632596e-07,0.00014613603324843,7.131694115451262e-05,-8.212937450734558e-06,-4.196888023101543e-06,5.519801553899275e-05,5.231085249722706e-05,1.2819400841103826e-05,0.0001309278292637724,9.57478701671162e-06,6.814850914093515e-06,-8.381101613255772e-06,-1.5824157893630227e-06,8.063779910983968e-06,-1.9367424574551826e-05,6.135645429164722e-06,-5.0993754038878486e-06,9.672868831377204e-07,5.3927507224593214e-06,-2.4036491460355568e-05,9.221145025856886e-05,4.236269228061228e-05,1.2730704879648094e-05,0.00016667685846642267,6.144323544803202e-05,9.699672939602476e-06,5.06668282405934e-05,6.743116002787214e-05,3.907154093489652e-05,0.0016795803484929107
2021-12-01,8.088975620911233e-05,6.224494447428469e-05,-8.524372326076174e-06,-6.751060471234008e-06,7.719889645021418e-05,4.704792561072488e-05,9.154602174018646e-06,0.00015344255603181838,7.228482506399399e-05,-8.64959024355394e-06,-5.971015977391965e-06,6.338800433779919e-05,5.377213835568667e-05,1.6364976037161678e-05,0.00013090258895766672,9.16493763477286e-06,6.764832428111587e-06,-9.91566160980585e-06,-2.30229764038371e-06,6.81564587477753e-06,-1.959245108540642e-05,6.549766246027051e-06,-9.234532491925586e-06,-8.668850749192341e-07,3.403171932000381e-06,-2.561779942267396e-05,0.00011189231748700171,4.990457488063056e-05,2.1425317132405296e-05,0.00017384153941078543,6.178938807692098e-05,1.2900407558463522e-05,5.449172537047333e-05,6.693347572068083e-05,4.3166528591813576e-05,0.00159049159382072
2021-12-02,8.430248506990462e-05,6.418921113713831e-05,-8.148236036376361e-06,-6.09212146635084e-06,8.349194055575418e-05,5.284752645041611e-05,5.267649343136597e-06,0.00014146916220831058,7.18492815112492e-05,-8.22358616387018e-06,-5.43833824760451e-06,6.70903726925669e-05,5.646960033645942e-05,1.3090035900799559e-05,0.00012114756640721411,8.617256823903287e-06,6.354786242757179e-06,-9.499576700524471e-06,-2.3053199008658226e-06,6.461348830697786e-06,-1.837160757509573e-05,6.164577490736273e-06,-8.344924061952064e-06,-5.500517204792591e-07,3.096472274277847e-06,-2.4165708829314102e-05,0.00011961786536345986,5.830626723889015e-05,1.5728530229921024e-05,0.0001597542295836755,6.707622651293916e-05,8.64481514097541e-06,4.8336099561064186e-05,6.426514825735245e-05,4.1693726728976905e-05,0.001495988217275225
2021-12-03,9.327685807962609e-05,7.21757328939282e-05,-7.819317830810567e-06,-5.395815317721624e-06,0.00010597453461851784,5.9596608247963935e-05,-4.875634459943045e-07,0.00012084391707308216,7.752478819176152e-05,-7.865127153029066e-06,-4.832991992013895e-06,8.625737070203952e-05,6.144990752676076e-05,7.716148549440322e-06,0.00010363982520809454,8.102045199707958e-06,5.9697280664978815e-06,-9.243022354689712e-06,-2.2800916265992838e-06,6.135676271827528e-06,-1.7130943731474997e-05,5.802500060762942e-06,-7.196176264360634e-06,-2.8321294351935903e-07,2.782470556670594e-06,-2.3001865587787392e-05,0.00016630253927711654,7.424273709389722e-05,4.128585926647595e-06,0.00012639033037308033,7.006429666186342e-05,4.281055246020407e-06,3.685592374313386e-05,6.251751285190726e-05,4.389656953485681e-05,0.0014167266155032691
2021-12-06,9.255264218302715e-05,7.06245529819353e-05,-9.515997167894405e-06,-6.531701056122834e-06,0.00010205772588922541,5.3507332439808125e-05,-5.099453283156755e-06,0.00014188835317969933,7.445873550780157e-05,-8.628680258225839e-06,-5.375632902559919e-06,8.247472821041819e-05,5.632914729268119e-05,4.605728784959395e-06,0.00011356181313415993,8.578663693781226e-06,6.2603695330964285e-06,-9.773789721205218e-06,-1.0260143613054482e-06,7.830579833494898e-06,-2.8680586342479056e-05,5.891616140035517e-06,-7.495860345625709e-06,4.867485627618106e-07,4.00588030844212e-06,-3.009817263591243e-05,0.0001575479575021856,6.852861374510414e-05,1.5550927995679402e-06,0.00013298618578690743,6.715704504774211e-05,6.418377363832085e-06,2.0048242000532754e-05,6.318732937978212e-05,1.4310635053676858e-05,0.0014960387100680136
2021-12-07,9.559395333765737e-05,7.36432862198948e-05,-1.1445789842524482e-05,-6.850062683511827e-06,0.0001073840662214568,5.3364629205927547e-05,-6.912995941547478e-06,9.179114513222582e-05,7.611753836321528e-05,-1.0222314422787382e-05,-5.652761939759937e-06,8.719317493534268e-05,5.553945131851582e-05,2.5399086182639704e-06,7.163931662446248e-05,8.791593549045013e-06,6.091414411973904e-06,-1.251893796652327e-05,-1.8570798684674256e-06,7.977463674590454e-06,-1.485998665856232e-05,5.59681674447507e-06,-7.992342787453615e-06,2.0401992043581658e-07,3.940687906755377e-06,-2.485570733590309e-05,0.0001633488436714467,6.850382549373708e-05,-1.3618857890108145e-06,6.960771768218061e-05,6.422262981846539e-05,5.27673028892827e-06,4.0022585663183705e-06,5.991878877021626e-05,2.3707138178718368e-05,0.0016074780174331347
2021-12-08,0.00011522967901892581,9.542040103156504e-05,-1.2697115461213353e-05,-7.216216542775099e-06,0.00011931062888937437,6.150635093036517e-05,-1.7661959993863628e-06,8.914545389030151e-05,9.859733134120652e-05,-1.1610019119516756e-05,-6.116004721593475e-06,0.00010092804387205771,6.391925225155681e-05,7.273283875111917e-06,7.029571802415622e-05,8.41214386515568e-06,5.7852952271683555e-06,-1.3171023068003054e-05,-2.612172341366547e-06,7.1373452999375345e-06,-1.4186993518613588e-05,5.284813081662665e-06,-8.075487001836398e-06,-1.556903806437014e-07,3.559298741148676e-06,-2.3452024836431738e-05,0.0001668480439794154,7.260669280313936e-05,2.1459479745090903e-06,6.750326496577599e-05,6.544102358211266e-05,7.075824471458523e-06,5.041630878454371e-06,5.720623188935665e-05,2.281846082598314e-05,0.0015113521322220884
2021-12-09,0.00010873209706523384,8.983441324270573e-05,-1.2349904662924445e-05,-6.982494713022746e-06,0.00011312558264771504,5.748188875664439e-05,-1.6136884400813837e-06,8.318686262667232e-05,9.272807194177696e-05,-1.1052124778653466e-05,-5.81570246360942e-06,9.519806918231521e-05,5.997233271168657e-05,6.8524550553403626e-06,6.587394937322832e-05,8.320454722864233e-06,5.63667099404231e-06,-1.3350650948546855e-05,-2.122631276340453e-06,6.662745741927849e-06,-1.272822897636008e-05,5.063113872803353e-06,-8.05705533578051e-06,1.358916124728733e-08,3.3234622507370416e-06,-2.1752936812838866e-05,0.0001591146316776952,6.746879320146836e-05,2.1260497944914333e-06,6.202644686511627e-05,6.178272775705247e-05,6.613920901392104e-06,5.228668466805669e-06,5.3779061212250886e-05,2.1381163381086198e-05,0.0014215646496970782
2021-12-10,0.00010495684154459862,8.81568907658603e-05,-1.1644552388813616e-05,-6.709915325588692e-06,0.00011154057473901318,5.503699374483153e-05,1.0014623812204449e-06,0.000101636588468912,9.21788014836358e-05,-1.0437137825253379e-05,-5.664458058910827e-06,9.651307429115765e-05,5.7730088630147876e-05,9.842736029124608e-06,9.358244777385627e-05,7.82168960935185e-06,5.300368717904625e-06,-1.2617073055808981e-05,-2.008292504444039e-06,6.230325820569647e-06,-1.2268493857232143e-05,4.767121450457518e-06,-7.850673398143643e-06,-4.069147923320283e-08,2.989950169152016e-06,-2.1696021246901418e-05,0.00015941480152058087,6.532101445407668e-05,6.76503789403006e-06,0.00010267253550662081,5.844250606603535e-05,7.1369664164150366e-06,1.3477317810596304e-05,5.285960900988093e-05,4.1574861700675324e-05,0.0015361774510123177
2021-12-13,0.00010412372911632093,8.396901758272353e-05,-1.0795539849398451e-05,-4.967710260842009e-06,0.00010624047354721237,5.294827835094116e-05,3.479850481359541e-06,9.036458455582396e-05,8.687013136735306e-05,-9.780602845539594e-06,-5.054540425469488e-06,9.100296836968954e-05,5.4510911945983834e-05,9.763899689378529e-06,8.692452001156454e-05,7.356524525092007e-06,5.019203328824121e-06,-1.1821741364937231e-05,-1.8544077759787416e-06,5.926347433131659e-06,-1.1674731376698134e-05,4.809508777714259e-06,-7.038292938822396e-06,2.592488940394494e-07,3.4328779210485685e-06,-2.166265463410886e-05,0.00015020468763358386,6.171096115956472e-05,7.00595326958686e-06,9.51938684005379e-05,5.5205449148589764e-05,7.272489856032871e-06,1.1519686033754511e-05,5.086729822851543e-05,3.667684295723619e-05,0.0014489055659087809
2021-12-14,0.00010262081816478765,8.501098046487384e-05,-1.2012714231215603e-05,-5.436375100245474e-06,9.404585495105778e-05,5.500647643620218e-05,1.8568582490093892e-06,9.068607129227612e-05,8.94495905078119e-05,-1.1583648945210144e-05,-5.733830977248818e-06,7.808420331157617e-05,5.7949043103299044e-05,7.365763649660417e-06,8.906918003141696e-05,7.648164540929698e-06,5.01942564012557e-06,-8.824717878010794e-06,-3.8008811940190994e-06,6.126641029079113e-06,-1.3231767875938588e-05,4.644843700499833e-06,-5.675435225007096e-06,-6.023130113476933e-07,3.455444389090425e-06,-2.1291039798650873e-05,0.00014833215185218563,5.158630641721862e-05,8.320425405007131e-06,8.243673774568325e-05,5.7669525089352404e-05,5.275711045197417e-06,1.716572952739613e-05,4.823679256163539e-05,3.276430335071961e-05,0.0013689237276688717
2021-12-15,9.94800432386456e-05,8.211459444116173e-05,-1.0474832317911375e-05,-4.575353604081496e-06,9.363588333331166e-05,5.400031873723726e-05,5.515866881902464e-06,8.638285190292474e-05,8.569337596289849e-05,-1.029152450627586e-05,-4.99897030866672e-06,7.72229776438755e-05,5.614859780388789e-05,9.679032726272293e-06,8.455657653725637e-05,7.410620359184851e-06,4.863140219648608e-06,-6.877750756845489e-06,-2.9513544814266973e-06,6.780394643060761e-06,-1.2129609053236368e-05,4.460983244370785e-06,-4.407105839396174e-06,-1.593933121922525e-07,3.916635864519704e-06,-1.9811812946060652e-05,0.00014850970250248537,5.247100789011027e-05,1.4361875104962761e-05,7.9464564937484e-05,5.595427002553654e-05,7.826825735228706e-06,1.7001269154149054e-05,5.005539445654281e-05,3.222081115643572e-05,0.001287217586176679
2021-12-16,0.000108106735017719,8.855687197847505e-05,-1.0583065936158411e-05,-5.310587318073665e-06,0.00010078908062295846,5.513555849311399e-05,8.511207294591311e-06,0.0001259676143898,8.940776973278094e-05,-1.024790349055798e-05,-5.485580199203491e-06,8.253783604714475e-05,5.618778770046353e-05,1.1689304620794853e-05,0.00011435498613853668,7.003170065738245e-06,4.622320292030794e-06,-7.109733599096729e-06,-2.995119194451447e-06,6.205672712743351e-06,-1.3661532874280819e-05,4.263181768272404e-06,-5.026235303644863e-06,-4.525217026618173e-07,3.4515159990403925e-06,-2.1720254465323218e-05,0.00015077430798545791,5.315118668270384e-05,1.6410735179927787e-05,0.00011386935575993429,5.3908575445574884e-05,8.354331472081174e-06,2.940111691905782e-05,4.781012810585163e-05,4.049006535396545e-05,0.0013472974524120329
2021-12-17,0.0001067132387632216,8.282639042156668e-05,-1.0707714403762512e-05,-5.61530969564831e-06,9.459282295527136e-05,5.282009525830724e-05,1.5008713946579698e-06,0.00013250789581009323,8.407745825074333e-05,-9.570821339052898e-06,-5.105397283861508e-06,7.759776067805011e-05,5.273522852274449e-05,1.152021784156519e-05,0.00010633914355710857,6.696282799257717e-06,4.437957949702117e-06,-6.660938497141321e-06,-2.9634737296549945e-06,6.8027893396388025e-06,-1.494467786731799e-05,4.083688083715007e-06,-4.7064346732275785e-06,-5.468704541566193e-07,4.039965592153754e-06,-2.2142636207232877e-05,0.00014173220360652207,4.99330905426233e-05,1.5616136385360895e-05,0.000106624969508698,5.086754454432882e-05,6.5862073660170435e-06,3.0384989147983278e-05,5.323651149244855e-05,2.00681006046762e-05,0.001305487042705658
2021-12-20,0.00010627357585100375,8.493579690765702e-05,-1.0797131944281198e-05,-5.713244097974003e-06,9.009943812473504e-05,4.900615783804961e-05,2.4605428282890076e-06,0.00014320791114698402,8.743646559573762e-05,-9.865406508631613e-06,-5.315298844801196e-06,7.4345297360683e-05,4.880573687200562e-05,1.2075159364891716e-05,0.00012209928035677317,6.3843326168782755e-06,4.225051823426261e-06,-6.406376709732758e-06,-2.706534649798504e-06,6.26578493613477e-06,-1.6337050807194934e-05,3.870377841873109e-06,-4.510257740717531e-06,-4.670420727608752e-07,3.7210180287097965e-06,-2.2174138759710775e-05,0.0001334626382362921,4.680928772598977e-05,1.488727482792382e-05,0.00010392491123302193,4.788520004046365e-05,6.077539159021057e-06,2.6545405373604256e-05,5.022710960030691e-05,2.2147165546406305e-05,0.001285489713070638
2021-12-21,0.00010755160965697421,8.243032387329026e-05,-9.142240415784914e-06,-4.877772537295933e-06,9.013886506462963e-05,5.4883005599175755e-05,5.295308708836606e-06,0.0001247408859249453,8.306710058741483e-05,-8.932637921451913e-06,-4.829632691593221e-06,7.172759187523613e-05,4.886161062635677e-05,1.2360052974702961e-05,0.00011143124741312354,6.133767788317194e-06,4.0363681458262815e-06,-5.305566597854427e-06,-1.3840983432890051e-06,6.282219474168868e-06,-1.665598088928012e-05,3.669866214541715e-06,-3.889150717640925e-06,1.2849873379407944e-07,3.6897183789067606e-06,-2.147926374714483e-05,0.00012932874596324276,5.027332030257755e-05,1.6115723868648705e-05,9.066463721533757e-05,5.516870757214633e-05,9.148334248650763e-06,1.3578111228622297e-05,4.8375513271426226e-05,1.697091998115017e-05,0.0012210989032155031
2021-12-22,0.00011980741929692402,9.071210971046187e-05,-9.428268159329227e-06,-9.217537140421643e-06,9.53377837541297e-05,5.735538420469221e-05,4.977590186306409e-06,0.0001627393697747828,8.743528034741814e-05,-8.986733324786137e-06,-7.815084580394547e-06,7.49234941775637e-05,5.000614866657584e-05,1.1618449796220784e-05,0.00013690280230543124,5.802969659675315e-06,4.000828368399669e-06,-5.460398160308361e-06,-1.5582321197879616e-06,5.905286305718735e-06,-1.7685513414791507e-05,4.596690336816131e-06,-6.28221689222849e-06,-1.3067466600294649e-06,3.4683352761723546e-06,-3.145234027391747e-05,0.00012758293585291358,5.052566412775497e-05,1.5148780436529781e-05,0.00011101188436973405,5.363524503231019e-05,8.599434193731718e-06,2.6779500880971372e-05,4.547298247514065e-05,1.595266478228116e-05,0.0012584058445490745
2021-12-23,0.00011866004939142692,9.152253734141707e-05,-8.335664631974633e-06,-8.664484911996343e-06,9.542443875229455e-05,5.73892403438456e-05,1.031720236828395e-05,0.00014917255784399166,8.8661841979609e-05,-7.902124190087232e-06,-7.346179505570874e-06,7.643886529060173e-05,5.0602959138699834e-05,1.6757548332277186e-05,0.00012475269500935226,5.500748770214129e-06,3.760778666295689e-06,-4.626289865673292e-06,-1.161630271054068e-06,6.042743357463434e-06,-1.695603533204914e-05,4.320888916607163e-06,-5.905283878694781e-06,-1.228341860427697e-06,3.2602351596020133e-06,-2.956519985748242e-05,0.00012550980432005467,5.083460486329451e-05,1.965958087627894e-05,0.00010069610524052064,5.241625629854215e-05,1.1326928850192493e-05,2.298533973034259e-05,4.8006921925965576e-05,1.1446595426009914e-05,0.0011852948797311414
2021-12-27,0.00011378191123159631,8.811203522161225e-05,-8.284810153622193e-06,-8.881889007734336e-06,8.937296137606719e-05,5.526260558341739e-05,1.055174477802213e-05,0.00015613148526492845,8.527387592439678e-05,-7.845088087331495e-06,-7.5898517855297605e-06,7.154988301082362e-05,4.8789150221536656e-05,1.6544506139080008e-05,0.00013203681677431334,5.260759851097203e-06,3.6829130220787655e-06,-4.283365917716075e-06,-1.355859382256245e-06,5.509085913979768e-06,-1.9127573439568848e-05,4.3041429618209506e-06,-5.443733751181935e-06,-1.5877429987735196e-06,2.7838592766985e-06,-3.3024243682111796e-05,0.00011802663291310768,4.7593017573995065e-05,1.835585741500068e-05,9.234040503023419e-05,5.004477094408961e-05,1.1148734507559335e-05,3.0951921717339655e-05,4.545155722657285e-05,1.6818229565109334e-05,0.0012270967465470273
2021-12-28,0.00011909202641451319,9.01634193454411e-05,-7.339598494456383e-06,-8.66132516220415e-06,9.816437615371328e-05,6.0771335968701655e-05,1.1652851129681001e-05,0.00014433841133405198,8.459409745832832e-05,-7.103445465146614e-06,-7.323308675311381e-06,7.581434057256946e-05,5.11971280390703e-05,1.660034804985703e-05,0.0001226483294421896,4.961659845752444e-06,3.4504056821321237e-06,-3.5037780647493542e-06,-9.486903870512939e-07,5.242571246741629e-06,-1.806946163371554e-05,4.053932776381997e-06,-5.481361110387212e-06,-1.719578788760583e-06,2.572197365856318e-06,-3.0980376324212594e-05,0.00012745070752626938,5.5028253554725415e-05,1.9276884048465082e-05,8.397181247359597e-05,5.345811618734634e-05,1.1740705603267219e-05,2.73315240094173e-05,4.297225818427371e-05,1.5462610955573905e-05,0.0011539555348924117
2021-12-29,0.00011198228685075834,8.471943282853705e-05,-6.878945822800451e-06,-8.124679786851767e-06,9.211666147727158e-05,5.696098918169992e-05,1.114219689252155e-05,0.00013855788565214972,7.955110390585557e-05,-6.696608443085698e-06,-6.900117073170605e-06,7.141627092453634e-05,4.8282027665684315e-05,1.542424340602777e-05,0.00011253847406783502,4.675450580704884e-06,3.2529954660741784e-06,-3.383002158311986e-06,-9.847413527627396e-07,5.034844668812012e-06,-1.535339636524246e-05,3.818741089782805e-06,-5.227324227691972e-06,-1.694195429599976e-06,2.507249832440546e-06,-2.775612099461392e-05,0.00012050002841517356,5.245033699578409e-05,1.7288630476829545e-05,6.622938112382876e-05,5.1002902505104454e-05,1.0171881660819887e-05,1.2487357980442923e-05,4.138711967648366e-05,2.9706909779966437e-05,0.0013164861918472841
2021-12-30,0.00010532864857110415,7.960856655513823e-05,-6.652850955569996e-06,-7.797837771640389e-06,8.699768544058325e-05,5.378624249018208e-05,1.0455437931805349e-05,0.00012872113836234975,7.47897883511552e-05,-6.215637029565747e-06,-6.4179658590757994e-06,6.695820793043831e-05,4.528206060682335e-05,1.4506520896220339e-05,0.0001064323501121247,4.928396168241398e-06,3.5169644885024196e-06,-4.3462632020394196e-06,-1.6199664870302347e-06,4.784852070234891e-06,-1.0078265980930495e-05,3.984796369603968e-06,-5.917444207748992e-06,-2.1901214968329032e-06,2.4016545737920547e-06,-2.234341999196432e-05,0.00011581958298938954,5.0821168726666495e-05,1.6137419403838005e-05,5.273736323090508e-05,4.8846365808457005e-05,9.49376359657648e-06,6.071521857161209e-06,3.890898031106546e-05,2.834969268913351e-05,0.0012730315090127998
2021-12-31,9.948577501773047e-05,7.515475888016183e-05,-6.62472011745054e-06,-7.640153805952334e-06,8.101756681131182e-05,5.014267754914324e-05,8.649734532199497e-06,0.00011834771841003952,7.052079337689052e-05,-6.0938012257155545e-06,-6.24280728030148e-06,6.242620924390817e-05,4.228334370724892e-05,1.2838659908269232e-05,9.825291219357749e-05,4.921404118058015e-06,3.547307031633844e-06,-3.4939201353942214e-06,-1.1987691578560747e-06,5.414673098581026e-06,-7.411448986569719e-06,3.947483730854198e-06,-5.067852611248766e-06,-1.7878536602263737e-06,3.024085647986224e-06,-1.9278900072991475e-05,0.00011008252312746624,4.843576983954358e-05,1.7047917586895244e-05,5.3798385728661396e-05,4.6279183828533743e-05,9.953118981528691e-06,8.021393111113979e-06,3.948643930035857e-05,3.319774847925419e-05,0.0012113783006550112
2022-01-03,9.388914991583208e-05,7.062335811804473e-05,-6.174796232282001e-06,-7.044713806356141e-06,7.591174479033001e-05,4.697666023566096e-05,7.096411358991449e-06,0.00011403497112117643,6.629085867433708e-05,-5.731286362915117e-06,-5.8763738578339985e-06,5.869516766851761e-05,3.975569070930342e-05,1.212974523294701e-05,9.219221725093937e-05,4.633502063589519e-06,3.3537587406742977e-06,-3.3187414727908626e-06,-1.1490085378593453e-06,4.944186462931187e-06,-6.574272691364794e-06,3.761041025427703e-06,-4.853818562712286e-06,-1.7385023552217053e-06,2.4621622732577807e-06,-1.7096566837559817e-05,0.00010363839841979164,4.5633081742877944e-05,1.6704662887542714e-05,4.8738529929823845e-05,4.356898629078744e-05,9.79312439348425e-06,6.361633854295172e-06,3.99891882964547e-05,2.346442975451388e-05,0.0011595631012866344
2022-01-04,9.038503942006037e-05,6.870621724634682e-05,-8.256578681301418e-06,-8.06695296230268e-06,6.863849233002797e-05,4.390717084257634e-05,9.781324258828745e-07,0.0001083616753162942,6.484182720892637e-05,-8.059681929732e-06,-7.0983428793052805e-06,5.22110185341107e-05,3.709695120771459e-05,5.198770871442376e-06,8.793434441021591e-05,7.179801780460995e-06,4.816667674646964e-06,1.1367992457446864e-08,-7.91115174891022e-07,1.1203651066251851e-05,-7.5259405316288635e-06,4.515916696008844e-06,-2.7177564516130606e-06,-1.463935966249596e-06,6.177414580878025e-06,-1.6863933562420377e-05,0.00010089105467068589,4.321542537362575e-05,2.29703888241816e-05,4.4321926250202946e-05,4.098440964529861e-05,9.876287822728614e-06,5.8422149469908705e-06,5.28086538745851e-05,1.8931784241216593e-05,0.001090630905710741
2022-01-05,8.496861331340962e-05,6.452799533660198e-05,-7.75941369425747e-06,-7.579249646970326e-06,6.45584174207037e-05,4.1230620878926813e-05,7.681270297300474e-07,0.00010210292808073727,6.141850991324198e-05,-7.590909813362773e-06,-6.7032779364087225e-06,4.875851344359737e-05,3.522347797746885e-05,6.152659792651209e-06,8.062590776130414e-05,6.7494830746119175e-06,4.5286450245865745e-06,2.0824147096447346e-08,-7.548166609503882e-07,1.0491308906237302e-05,-7.009962991094006e-06,4.2469969075726155e-06,-2.533580721397245e-06,-1.3993552074875104e-06,5.723223369571341e-06,-1.571795666354388e-05,9.505655938818819e-05,4.0381282161203885e-05,2.0725577305757024e-05,4.305399313009033e-05,3.879107327604804e-05,1.0238354169251446e-05,3.95891897455239e-06,5.3069745804506846e-05,1.2289339180336948e-05,0.0010340342754545056
2022-01-06,0.00010311967865047612,7.161909893015384e-05,-3.6393861479595516e-06,-5.818882713868046e-06,9.622384107662416e-05,5.6266862914734086e-05,4.491651343920215e-06,0.00015747122556286294,6.290272601913865e-05,-5.41225125358728e-06,-5.685440638416196e-06,6.259082113901237e-05,4.136666963534046e-05,7.561000961440885e-06,0.00010478509736957918,6.918947105789363e-06,4.462151186157941e-06,5.605822397355984e-06,2.0428243006616426e-06,1.0454363314565138e-05,3.0767494347653282e-06,4.065496772288365e-06,-3.857945910410605e-07,-3.320746235912613e-07,5.5915213025097005e-06,-1.1321513944470385e-05,0.00014367832211835733,6.472448481878313e-05,2.52443085845826e-05,0.00013447181063859392,4.965129328486481e-05,1.2463129300372634e-05,5.003583458398174e-05,5.0496764240279316e-05,2.1522665053742293e-05,0.001134646122534821
2022-01-07,9.696574047855626e-05,6.750743371636197e-05,-3.3735501735320576e-06,-5.428558528664183e-06,9.045840739031465e-05,5.2906736218792566e-05,4.757482868327805e-06,0.00014844321982864674,6.0163474076753406e-05,-4.8226360468708506e-06,-5.1144829046539e-06,5.8879990840626286e-05,3.897330213334823e-05,1.0094281309272282e-05,0.00010084292540528397,6.571604942089566e-06,4.25324621422564e-06,5.280893041864125e-06,1.9429399052712546e-06,1.0591593046229276e-05,3.4923178387268967e-06,3.872607483241538e-06,-3.527380156486623e-07,-2.924667621987652e-07,5.919364332726903e-06,-1.0121464444797718e-05,0.00013505954648449086,6.0844837020906005e-05,2.3858428413275237e-05,0.00012650460100462402,4.667980643381849e-05,1.1971151330139605e-05,4.723451109275156e-05,5.608780370672043e-05,2.6999204574120194e-05,0.0010718805769032486
2022-01-10,9.211168966137627e-05,6.270751269134982e-05,-2.4666466426755946e-06,-4.836443023218521e-06,8.665245435247472e-05,5.024621580680108e-05,3.413388093128087e-06,0.00014863854594559218,5.713641955016091e-05,-5.081054140611055e-06,-5.014754669144511e-06,5.4086354894908515e-05,3.623533394044343e-05,1.0311773952545125e-05,8.771515701526168e-05,6.69220664619175e-06,4.192759318840856e-06,6.149198879411698e-06,2.201950851714325e-06,9.1823544654021e-06,9.93518915132447e-06,3.713879515037769e-06,1.1659245521645739e-07,-1.3289098818213874e-07,5.2716127624251716e-06,-6.9985779466702085e-06,0.00012968389815666158,5.8058649816586024e-05,2.0645970361158718e-05,0.00013422641942094368,4.415298658207529e-05,1.0688482942670577e-05,4.925297650679054e-05,5.388524776190815e-05,1.5382600637227905e-05,0.001093515956981789
2022-01-11,8.679740606010357e-05,6.0003834662710185e-05,-2.2182625540045887e-06,-4.337496610210035e-06,8.202499345570099e-05,4.763462321193229e-05,2.878490052924268e-06,0.00013900706207789907,5.8985569015522795e-05,-4.2758316061345456e-06,-3.6733292841067803e-06,5.36906805439392e-05,3.607082142340738e-05,8.04774701511326e-06,7.88975257072021e-05,6.338114751440199e-06,4.0398503618884265e-06,6.05041690120336e-06,2.260370473482536e-06,8.475415625362585e-06,9.002044389091884e-06,3.6962116207400756e-06,6.714385299045941e-07,2.7131984514382984e-07,4.630905648795244e-06,-7.279553196085004e-06,0.00012344146099705817,5.566022225556655e-05,1.851881818499851e-05,0.00012425345536634693,4.226906535518391e-05,9.420636390659426e-06,4.494416083947586e-05,5.116509630180293e-05,1.556790420246588e-05,0.001030299399115084
2022-01-12,8.737350204979547e-05,6.332334396897204e-05,-9.855518924449645e-07,-3.8592365914655815e-06,7.859702229439953e-05,4.6249960022675434e-05,1.005571805926951e-05,0.00014341083669789544,6.37250114583203e-05,-2.7037341546783146e-06,-3.1921083863683717e-06,5.225605405946981e-05,3.566932238659254e-05,1.6358135283075854e-05,8.941046542509778e-05,6.166881361504145e-06,3.838906394566942e-06,5.9713343286068524e-06,2.4048666635370845e-06,9.36422542109313e-06,1.0884787391431766e-05,3.4826562379994206e-06,6.874467938480991e-07,3.1057707738692963e-07,4.630087618928204e-06,-6.362421400616517e-06,0.00011642063208937939,5.270107377485568e-05,1.930558912868674e-05,0.00012008905354841926,4.0108262340304776e-05,1.072773808492069e-05,4.549399744341831e-05,5.7435117394321553e-05,3.0828509432866914e-05,0.0009965617025166633
